,DMSO-CHX__vs_DMSO,U1-WT100-CHX_vs_DMSO,U1-WT100-CHX_vs_DMSO-CHX,U1-WT100-CHX_vs_WT100,U1-WT100-EtOH_vs_DMSO,U1-WT500-CHX_vs_DMSO,U1-WT500-CHX_vs_DMSO-CHX,U1-WT500-CHX_vs_WT500,U1-WT500-EtOH_vs_DMSO
VN1R42P,0,0,0,0,0,0,0,1,0
CCT6P3,1,1,0,1,0,1,0,1,0
GTF2IP14,1,1,0,1,0,0,0,0,0
INTS4P1,1,1,0,1,0,1,0,1,0
AC104073.4,0,0,0,0,0,0,0,1,0
AC092685.1,1,0,0,0,0,0,0,0,0
ZNF92,1,1,0,1,0,1,0,1,0
INTS4P2,1,1,0,1,0,1,0,1,0
CCT6P1,1,1,0,1,0,1,0,1,0
AC093582.1,1,1,0,1,0,1,0,1,0
GUSB,1,1,0,1,0,1,0,1,0
CRCP,1,1,0,1,0,1,0,1,0
LINC00174,1,1,0,1,0,1,0,1,0
SKP1P1,1,1,0,1,0,1,0,0,0
AC006001.3,1,1,0,1,0,1,0,1,0
RPL35P5,1,0,0,0,0,1,0,0,0
AC006001.2,1,1,0,1,0,1,0,1,0
GTF2IRD1P1,1,1,0,1,0,1,0,1,0
GTF2IP23,0,0,0,0,0,0,0,1,0
LINC02604,1,1,0,1,0,1,0,1,0
TMEM248,1,1,0,1,0,1,0,1,0
CALN1,1,1,0,1,0,0,0,1,0
TYW1B,1,1,0,1,0,1,0,1,0
SBDSP1,1,1,0,1,0,1,0,1,0
PMS2P7,1,1,0,1,0,1,0,0,0
AC211476.11,1,1,0,1,0,1,0,1,0
PMS2P6,1,1,0,1,0,1,0,1,0
BCL7B,1,1,0,0,0,1,0,0,0
MLXIPL,1,1,0,1,0,1,0,1,0
STX1A,1,1,0,1,0,1,0,1,0
ABHD11,1,1,0,1,0,1,0,1,0
LAT2,1,1,0,1,0,1,0,1,0
STAG3L2,0,1,0,1,0,0,0,0,0
PMS2P5,0,1,0,0,0,0,0,0,0
CASTOR2,1,1,0,1,0,1,0,1,0
PMS2P10,0,0,0,1,0,0,0,0,0
AC211486.6,1,1,0,1,0,1,0,0,0
AC211429.2,0,0,0,0,0,1,0,0,0
PMS2P3,1,1,0,1,0,1,0,1,0
HSPB1,1,0,0,1,0,0,0,1,0
SPDYE16,1,1,0,1,0,1,0,1,0
AC004980.1,1,1,0,1,0,1,0,1,0
POMZP3,1,1,0,1,0,1,0,1,0
AC004980.2,0,0,0,1,0,0,0,0,0
DTX2P1.UPK3BP1.PMS2P11,1,1,0,1,0,1,0,1,0
DTX2P1,1,1,0,0,0,1,0,1,0
SPDYE17,1,1,0,1,0,1,0,1,0
SPDYE18,1,0,0,0,0,0,0,0,0
FAM185BP,1,1,0,1,0,0,0,1,0
CCDC146,1,1,0,1,0,1,0,1,0
RSBN1L,1,0,0,1,0,0,0,0,0
SEMA3C,0,1,0,0,0,1,0,0,0
PCLO,1,0,0,1,0,0,0,1,0
SEMA3E,0,0,0,0,0,1,0,0,0
DMTF1,1,1,0,1,0,1,0,1,0
TP53TG1,0,0,0,0,0,1,0,0,0
AC003991.1,0,1,0,0,0,0,0,0,0
CFAP69,1,1,0,1,0,1,0,1,0
GTPBP10,0,0,0,1,0,0,0,0,0
MTERF1,1,1,0,1,0,1,0,1,0
CYP51A1,1,1,0,1,0,1,0,1,0
AC000120.4,0,1,0,0,0,0,0,0,0
GATAD1,1,1,0,1,0,1,0,1,0
AC007566.1,1,1,0,1,0,1,0,1,0
PEX1,1,1,0,1,0,0,0,0,0
RBM48,1,1,0,1,0,1,0,1,0
FAM133B,1,1,0,0,0,1,0,0,0
TFPI2,1,1,0,0,0,1,0,0,0
CASD1,1,0,0,1,0,0,0,0,0
PEG10,0,1,0,0,0,1,0,1,0
SEM1,1,0,0,1,0,1,0,1,0
ASNS,1,1,0,0,0,1,0,0,0
AC004967.1,1,1,0,1,0,1,0,0,0
LMTK2,0,1,0,0,0,1,0,1,0
TECPR1,1,1,0,1,0,1,0,1,0
SMURF1,1,1,0,1,0,1,0,1,0
ARPC1A,1,0,0,1,0,0,0,0,0
ARPC1B,1,0,0,1,0,0,0,1,0
PTCD1,1,1,0,1,0,1,0,1,0
ATP5MF.PTCD1,1,1,0,1,0,1,0,1,0
ZKSCAN5,1,1,0,1,0,1,0,1,0
FAM200A,1,1,0,1,0,1,0,1,0
ZNF655,1,1,0,1,0,1,0,1,0
ZSCAN25,1,1,0,1,0,1,0,1,0
CYP3A5,0,0,0,0,0,0,0,1,0
CYP3A43,0,0,0,0,0,0,0,1,0
TRIM4,1,0,0,0,0,0,0,0,0
ZKSCAN1,0,0,0,1,0,0,0,0,0
ZSCAN21,1,1,0,1,0,1,0,1,0
ZNF3,1,1,0,1,0,1,0,1,0
AC073842.2,1,0,0,0,0,0,0,0,0
GPC2,1,1,0,0,0,1,0,1,0
STAG3L5P,1,1,0,1,0,1,0,1,0
STAG3L5P.PVRIG2P.PILRB,1,1,0,1,0,1,0,1,0
PILRB,1,1,0,0,0,1,0,1,0
PILRA,1,1,0,1,0,1,0,1,0
AGFG2,1,1,0,1,0,1,0,1,0
LRCH4,1,1,0,0,0,1,0,1,0
FBXO24,0,0,0,0,0,0,0,1,0
MOSPD3,0,0,0,1,0,0,0,0,0
GIGYF1,1,1,0,1,0,1,0,0,0
UFSP1,1,0,0,0,0,1,0,1,0
ACHE,1,1,0,1,0,1,0,1,0
MUC3A,0,0,0,1,0,0,0,0,0
MUC12,0,0,0,1,0,0,0,0,0
CLDN15,1,1,0,1,0,1,0,1,0
EMSLR,0,1,0,0,0,0,0,0,0
CUX1,0,1,0,0,0,0,0,0,0
PRKRIP1,1,1,0,1,0,1,0,1,0
ORAI2,1,1,0,1,0,1,0,1,0
ALKBH4,0,1,0,0,0,1,0,0,0
FAM185A,0,0,0,1,0,0,0,0,0
DPY19L2P2,0,0,0,0,0,0,0,1,0
RELN,0,1,0,0,0,1,0,0,0
ORC5,1,1,0,1,0,1,0,1,0
AC005070.3,1,1,0,0,0,1,0,1,0
PUS7,1,1,0,1,0,1,0,0,0
RINT1,1,1,0,1,0,1,0,0,0
EFCAB10,0,1,0,0,0,1,0,0,0
ATXN7L1,1,1,0,1,0,1,0,1,0
AC007032.1,0,0,0,1,0,1,0,0,0
CCDC71L,0,0,0,0,0,0,0,1,0
SLC26A4,0,0,0,0,0,0,0,1,0
CBLL1,1,1,0,1,0,1,0,1,0
LAMB1,0,0,0,0,0,1,0,0,0
NRCAM,0,1,0,0,0,1,0,0,0
DNAJB9,1,1,0,1,0,1,0,1,0
LSMEM1,1,1,0,1,0,1,0,0,0
TMEM168,0,0,0,0,0,1,0,0,0
AC073346.2,0,0,0,0,0,1,0,0,0
GPR85,1,0,0,0,0,1,0,1,0
PPP1R3A,0,1,0,0,0,1,0,0,0
CAV1,1,1,0,1,0,0,0,1,0
TSPAN12,1,0,0,0,0,0,0,1,0
ING3,1,1,0,1,0,1,0,1,0
WNT16,1,1,0,1,0,1,0,1,0
FAM3C,1,1,0,1,0,1,0,1,0
RNF148,0,0,0,0,0,1,0,0,0
IQUB,1,1,0,1,0,1,0,0,0
WASL,1,1,0,1,0,1,0,1,0
TMEM229A,1,0,0,0,0,1,0,1,0
GRM8,0,0,0,1,0,0,0,0,0
SND1.IT1,0,0,0,1,0,0,0,0,0
LRRC4,0,1,0,1,0,1,0,0,0
AC090114.3,1,1,0,1,0,1,0,1,0
AC108010.1,1,1,0,1,0,1,0,1,0
AC018638.4,1,1,0,1,0,1,0,1,0
AC018638.2,1,1,0,1,0,1,0,1,0
AC018638.5,1,1,0,1,0,1,0,1,0
CALU,0,0,0,0,0,0,0,1,0
FLNC,1,1,0,1,0,1,0,1,0
TPI1P2,0,1,0,1,0,1,0,1,0
STRIP2,1,1,0,1,0,1,0,1,0
NRF1,1,0,0,0,0,0,0,0,0
LINC00513,0,0,0,0,0,1,0,1,0
PODXL,1,1,0,1,0,1,0,1,0
AC008038.1,0,0,0,0,0,0,0,1,0
LRGUK,1,1,0,1,0,1,0,1,0
WDR91,0,0,0,1,0,0,0,1,0
CNOT4,1,1,0,1,0,1,0,1,0
SLC13A4,1,1,0,1,0,1,0,1,0
AC009245.1,0,0,0,1,0,0,0,0,0
TRIM24,1,0,0,1,0,0,0,0,0
ZC3HAV1L,1,1,0,0,0,1,0,1,0
ZC3HAV1,1,1,0,1,0,1,0,1,0
FMC1,1,0,0,0,0,0,0,0,0
HIPK2,1,1,0,0,0,1,0,1,0
PARP12,0,1,0,0,0,1,0,0,0
KDM7A,1,1,0,1,0,1,0,1,0
NDUFB2.AS1,0,0,0,0,0,0,0,1,0
BRAF,1,0,0,1,0,0,0,0,0
DENND11,1,1,0,0,0,1,0,0,0
AC004918.5,0,0,0,1,0,1,0,1,0
WEE2,1,1,0,1,0,1,0,0,0
TAS2R5,1,1,0,1,0,1,0,1,0
MGAM,1,1,0,1,0,1,0,1,0
TRPV6,0,0,0,0,0,0,0,1,0
KEL,0,0,0,1,0,0,0,0,0
AC073342.1,0,0,0,0,0,0,0,1,0
CASP2,0,0,0,1,0,0,0,0,0
FAM131B,1,1,0,0,0,1,0,0,0
EPHA1.AS1,0,0,0,0,0,1,0,0,0
CNTNAP2,0,0,0,0,0,1,0,0,0
PDIA4,1,1,0,1,0,1,0,1,0
ZNF786,1,1,0,1,0,1,0,1,0
ZNF425,1,1,0,1,0,1,0,1,0
ZNF398,1,1,0,1,0,1,0,0,0
ZNF282,0,0,0,0,0,1,0,1,0
ZNF212,1,1,0,1,0,1,0,1,0
ZNF783,1,1,0,1,0,1,0,1,0
AC004890.2,0,0,0,0,0,0,0,1,0
ZNF746,1,1,0,1,0,1,0,1,0
ZNF767P,1,1,0,1,0,1,0,1,0
KRBA1,1,1,0,1,0,1,0,1,0
ZNF467,0,0,0,0,0,1,0,0,0
SSPO,1,1,0,1,0,1,0,1,0
ZNF862,1,1,0,1,0,1,0,1,0
ATP6V0E2.AS1,1,1,0,1,0,1,0,1,0
ZBED6CL,1,0,0,0,0,0,0,0,0
ZNF775,1,0,0,0,0,0,0,0,0
ATG9B,0,1,0,1,0,1,0,1,0
CHPF2,1,0,0,1,0,0,0,0,0
XRCC2,1,0,0,1,0,0,0,1,0
ACTR3B,1,1,0,1,0,1,0,1,0
AC006348.1,0,0,0,1,0,0,0,0,0
AC093726.1,0,0,0,1,0,0,0,0,0
AC144652.1,1,1,0,1,0,1,0,1,0
INSIG1,1,1,0,1,0,1,0,1,0
EN2,1,1,0,1,0,1,0,1,0
AC005534.1,0,0,0,1,0,0,0,1,0
LMBR1,1,1,0,1,0,1,0,1,0
NOM1,1,1,0,1,0,1,0,1,0
AC006372.4,0,0,0,0,0,0,0,1,0
PTPRN2,1,1,0,1,0,1,0,1,0
WDR60,1,1,0,1,0,1,0,1,0
ZNF596,1,1,0,1,0,1,0,1,0
FBXO25,1,1,0,0,0,1,0,0,0
KBTBD11,1,0,0,0,0,1,0,1,0
MCPH1,1,1,0,0,0,1,0,0,0
AGPAT5,1,1,0,1,0,1,0,1,0
FAM90A13P,1,0,0,0,0,0,0,0,0
FAM86B3P,1,1,0,1,0,1,0,1,0
ERI1,0,0,0,1,0,0,0,0,0
PPP1R3B,1,1,0,1,0,1,0,1,0
AC022784.6,0,0,0,1,0,0,0,0,0
RP1L1,1,0,0,1,0,0,0,1,0
PINX1,0,0,0,1,0,0,0,0,0
PINX1.1,1,1,0,1,0,1,0,0,0
AC011008.1,0,1,0,0,0,0,0,0,0
AC011008.2,0,1,0,0,0,1,0,0,0
XKR6,1,1,0,1,0,1,0,1,0
AF131215.6,1,1,0,1,0,1,0,1,0
AF131215.5,1,1,0,1,0,1,0,1,0
MTMR9,1,0,0,1,0,0,0,0,0
TDH,1,1,0,1,0,1,0,1,0
FAM167A.AS1,0,0,0,1,0,1,0,1,0
FAM167A,0,0,0,0,0,1,0,0,0
CTSB,1,1,0,1,0,1,0,1,0
AC107918.4,1,0,0,1,0,0,0,0,0
FAM90A2P,0,0,0,0,0,1,0,1,0
FAM86B1,1,1,0,1,0,1,0,1,0
FAM90A25P,1,1,0,1,0,1,0,0,0
FAM86B2,1,1,0,1,0,1,0,1,0
AC068587.4,0,0,0,0,0,0,0,1,0
LONRF1,1,1,0,1,0,1,0,1,0
TRMT9B,0,0,0,0,0,1,0,0,0
C8orf48,1,1,0,1,0,1,0,1,0
MICU3,1,1,0,1,0,1,0,1,0
MTMR7,1,1,0,1,0,0,0,1,0
NAT1,0,1,0,1,0,0,0,0,0
NAT2,0,1,0,1,0,0,0,0,0
PSD3,1,1,0,1,0,1,0,1,0
LZTS1,1,0,0,1,0,1,0,1,0
NPM2,1,1,0,1,0,1,0,1,0
FGF17,0,0,0,0,0,1,0,0,0
FAM160B2,1,1,0,1,0,1,0,1,0
NUDT18,0,1,0,1,0,1,0,1,0
LGI3,0,0,0,1,0,0,0,0,0
PIWIL2,0,1,0,0,0,1,0,0,0
PPP3CC,1,1,0,1,0,1,0,1,0
BIN3,0,0,0,0,0,1,0,0,0
AC107959.1,0,0,0,1,0,1,0,0,0
RHOBTB2,1,1,0,1,0,1,0,1,0
AC107959.2,1,0,0,0,0,1,0,0,0
TNFRSF10D,1,1,0,1,0,1,0,1,0
STC1,1,1,0,1,0,1,0,1,0
NEFM,0,0,0,0,0,1,0,0,0
NEFL,1,1,0,1,0,1,0,1,0
GNRH1,0,0,0,0,0,1,0,0,0
PPP2R2A,1,1,0,1,0,1,0,1,0
SDAD1P1,1,1,0,1,0,1,0,1,0
BNIP3L,1,1,0,1,0,1,0,1,0
PNMA2,0,0,0,0,0,1,0,0,0
DPYSL2,1,1,0,1,0,1,0,1,0
TRIM35,1,1,0,1,0,1,0,1,0
ZNF395,1,1,0,1,0,1,0,1,0
FBXO16,1,1,0,1,0,1,0,1,0
FZD3,1,1,0,1,0,1,0,1,0
EXTL3,1,1,0,1,0,1,0,1,0
EXTL3.AS1,0,1,0,0,0,0,0,0,0
AC026979.4,0,0,0,0,0,1,0,0,0
HSPA8P11,1,1,0,0,0,0,0,0,0
TUBBP1,1,0,0,0,0,1,0,1,0
PURG,1,1,0,1,0,1,0,1,0
AC067838.1,0,1,0,1,0,0,0,0,0
AC124067.2,0,0,0,0,0,1,0,0,0
BRF2,1,1,0,1,0,1,0,1,0
EIF4EBP1,1,1,0,1,0,1,0,1,0
AC087623.2,0,0,0,1,0,1,0,1,0
LETM2,1,1,0,1,0,1,0,1,0
FGFR1,1,1,0,1,0,1,0,1,0
ADAM32,1,0,0,0,0,0,0,0,0
TCIM,1,1,0,0,0,1,0,1,0
SFRP1,1,1,0,1,0,1,0,1,0
AC009630.4,1,1,0,1,0,1,0,1,0
AP3M2,1,1,0,1,0,1,0,1,0
IKBKB,1,1,0,1,0,1,0,1,0
THAP1,1,1,0,1,0,1,0,0,0
FNTA,1,1,0,1,0,1,0,1,0
SNAI2,1,1,0,1,0,1,0,1,0
PXDNL,0,0,0,0,0,1,0,0,0
TGS1,0,1,0,0,0,0,0,0,0
RPS20,1,1,0,1,0,1,0,1,0
IMPAD1,0,0,0,0,0,1,0,1,0
LINC01602,0,1,0,1,0,0,0,1,0
SDCBP,1,0,0,1,0,0,0,0,0
NKAIN3.IT1,1,1,0,1,0,1,0,0,0
GGH,1,0,0,0,0,0,0,0,0
TTPA,0,0,0,0,0,1,0,1,0
YTHDF3,1,0,0,1,0,0,0,0,0
BHLHE22,0,1,0,1,0,1,0,0,0
MTFR1,0,0,0,0,0,1,0,1,0
AC055822.1,0,0,0,0,0,0,0,1,0
RRS1,1,1,0,1,0,1,0,1,0
AC009879.3,1,1,0,0,0,1,0,1,0
ADHFE1,1,1,0,1,0,1,0,1,0
VXN,0,0,0,1,0,0,0,0,0
MYBL1,0,0,0,0,0,1,0,0,0
C8orf44.SGK3,0,0,0,0,0,1,0,1,0
SGK3,1,0,0,1,0,1,0,1,0
CSPP1,1,1,0,1,0,1,0,1,0
TRAM1,1,0,0,0,0,0,0,1,0
EYA1,1,1,0,1,0,1,0,1,0
MSC.AS1,0,0,0,0,0,1,0,0,0
AC022905.1,1,1,0,1,0,1,0,1,0
RPL7,1,1,0,1,0,1,0,1,0
RDH10,0,0,0,0,0,1,0,1,0
ZC2HC1A,1,0,0,1,0,0,0,0,0
HEY1,1,1,0,1,0,1,0,1,0
ZBTB10,1,1,0,1,0,1,0,1,0
ZNF704,1,1,0,1,0,1,0,1,0
FABP5,0,0,0,1,0,0,0,1,0
SLC10A5,0,0,0,0,0,1,0,0,0
CHMP4C,1,1,0,1,0,1,0,1,0
CA3,1,1,0,1,0,1,0,1,0
CA3.AS1,1,0,0,0,0,0,0,0,0
CA2,1,0,0,1,0,1,0,1,0
CPNE3,1,0,0,0,0,1,0,1,0
AF117829.1,1,1,0,1,0,1,0,1,0
RIPK2,1,0,0,0,0,1,0,0,0
OSGIN2,1,1,0,1,0,1,0,1,0
DECR1,0,0,0,0,0,1,0,0,0
TMEM64,1,1,0,1,0,1,0,1,0
SLC26A7,1,1,0,1,0,1,0,1,0
RUNX1T1,1,1,0,1,0,1,0,1,0
TMEM67,1,0,0,1,0,0,0,1,0
RPL34P18,0,1,0,1,0,0,0,0,0
GEM,0,1,0,0,0,1,0,0,0
RAD54B,1,1,0,1,0,1,0,1,0
NDUFAF6,1,1,0,1,0,1,0,1,0
TP53INP1,1,1,0,0,0,0,0,0,0
PLEKHF2,1,1,0,1,0,1,0,1,0
UQCRB,0,0,0,0,0,0,0,1,0
SDC2,0,0,0,0,0,0,0,1,0
LAPTM4B,1,0,0,1,0,0,0,0,0
MATN2,1,1,0,1,0,1,0,1,0
RPL30,0,0,0,1,0,0,0,1,0
AP003352.1,0,0,0,0,0,0,0,1,0
COX6C,1,1,0,1,0,1,0,0,0
SPAG1,1,1,0,1,0,1,0,1,0
PABPC1,1,1,0,1,0,1,0,1,0
UBR5,1,0,0,1,0,0,0,1,0
KLF10,1,1,0,1,0,1,0,1,0
AP002851.1,1,1,0,1,0,1,0,1,0
ATP6V1C1,1,1,0,1,0,1,0,1,0
BAALC,0,0,0,0,0,1,0,1,0
RIMS2,1,1,0,1,0,1,0,1,0
DPYS,0,0,0,1,0,0,0,0,0
TRPS1,1,1,0,1,0,1,0,1,0
UTP23,1,1,0,1,0,1,0,1,0
AC091563.1,0,0,0,0,0,1,0,0,0
COL14A1,1,0,0,0,0,0,0,0,0
MTBP,1,1,0,1,0,1,0,1,0
TBC1D31,1,0,0,0,0,0,0,0,0
HMGB1P19,1,0,0,0,0,1,0,0,0
C8orf76,0,1,0,0,0,1,0,0,0
ATAD2,1,1,0,1,0,1,0,1,0
FBXO32,1,0,0,0,0,1,0,0,0
AC090192.2,1,1,0,1,0,1,0,1,0
NDUFB9,1,1,0,1,0,1,0,1,0
MTSS1,1,1,0,1,0,1,0,1,0
ZNF572,1,1,0,1,0,1,0,1,0
SQLE,1,1,0,1,0,1,0,1,0
TRIB1,0,0,0,1,0,0,0,0,0
LRATD2,1,1,0,1,0,1,0,1,0
MYC,1,1,0,1,0,1,0,1,0
PVT1,1,1,0,1,0,1,0,1,0
EFR3A,1,1,0,1,0,1,0,1,0
ST3GAL1,1,0,0,1,0,1,0,1,0
AC103706.1,0,0,0,1,0,0,0,0,0
ZFAT,1,1,0,1,0,1,0,1,0
AC083843.3,0,0,0,1,0,0,0,0,0
AC067931.1,0,0,0,0,0,0,0,1,0
ERICD,0,1,0,1,0,1,0,1,0
DENND3,1,1,0,1,0,1,0,1,0
SLC45A4,0,1,0,1,0,1,0,1,0
JRK,1,1,0,1,0,1,0,1,0
LYNX1,0,0,0,1,0,0,0,0,0
LY6E,1,0,0,1,0,0,0,0,0
AC138696.1,0,0,0,1,0,0,0,1,0
ZNF696,1,1,0,1,0,1,0,1,0
RHPN1,1,1,0,1,0,1,0,1,0
MROH6,0,0,0,0,0,1,0,1,0
AC067930.5,0,1,0,0,0,0,0,1,0
AC067930.1,0,0,0,1,0,0,0,0,0
ZNF623,1,1,0,1,0,1,0,1,0
ZNF707,1,1,0,1,0,1,0,1,0
LINC02878,1,1,0,1,0,1,0,0,0
FAM83H,1,0,0,1,0,0,0,0,0
IQANK1,0,1,0,1,0,1,0,0,0
AC234917.3,0,0,0,0,0,1,0,0,0
EPPK1,1,1,0,1,0,1,0,1,0
PLEC,1,1,0,1,0,1,0,1,0
GRINA,0,0,0,1,0,0,0,0,0
AC109322.1,0,0,0,1,0,0,0,0,0
FBXL6,1,1,0,1,0,1,0,1,0
ADCK5,1,1,0,1,0,1,0,1,0
TONSL,1,1,0,1,0,1,0,1,0
FOXH1,0,1,0,0,0,1,0,0,0
AC084125.2,0,1,0,1,0,0,0,0,0
ZNF251,1,1,0,1,0,1,0,1,0
ZNF34,1,1,0,1,0,1,0,1,0
RPL8,0,0,0,1,0,0,0,1,0
ZNF517,1,1,0,1,0,1,0,1,0
ZNF7,1,1,0,1,0,1,0,1,0
AF235103.3,1,1,0,1,0,1,0,1,0
ZNF250,1,1,0,1,0,1,0,1,0
ZNF16,1,1,0,1,0,1,0,1,0
ZNF252P,0,0,0,1,0,0,0,0,0
WASHC1,1,1,0,1,0,1,0,1,0
DMRT3,1,1,0,1,0,1,0,1,0
VLDLR,1,1,0,1,0,1,0,1,0
PUM3,1,1,0,0,0,1,0,0,0
GLIS3,1,1,0,0,0,1,0,1,0
SPATA6L,1,1,0,1,0,1,0,1,0
PLPP6,0,1,0,1,0,0,0,1,0
CDC37L1,1,1,0,1,0,1,0,1,0
AK3,1,1,0,1,0,1,0,1,0
RCL1,1,1,0,1,0,1,0,0,0
JAK2,1,0,0,1,0,0,0,1,0
RANBP6,1,1,0,1,0,0,0,1,0
UHRF2,1,1,0,1,0,1,0,1,0
RPS3AP54,0,0,0,0,0,1,0,1,0
AL354694.1,1,1,0,1,0,1,0,0,0
PTPRD,1,1,0,1,0,1,0,1,0
TYRP1,0,1,0,0,0,0,0,0,0
FREM1,1,1,0,1,0,1,0,1,0
LDHAP4,1,1,0,1,0,1,0,1,0
TTC39B,1,1,0,1,0,1,0,1,0
CNTLN,1,1,0,1,0,1,0,0,0
ADAMTSL1,1,1,0,1,0,1,0,1,0
AL161909.1,0,0,0,1,0,0,0,0,0
DENND4C,1,1,0,1,0,0,0,0,0
SLC24A2,0,0,0,0,0,1,0,1,0
IFNA22P,0,0,0,0,0,1,0,0,0
KLHL9,0,0,0,1,0,0,0,0,0
AL355432.1,1,1,0,1,0,1,0,1,0
C9orf72,1,1,0,1,0,1,0,1,0
DDX58,1,1,0,1,0,0,0,1,0
TOPORS,1,1,0,1,0,1,0,1,0
DNAJA1,1,1,0,1,0,1,0,1,0
NFX1,1,1,0,1,0,1,0,1,0
NOL6,1,1,0,0,0,1,0,0,0
CYP4F26P,1,1,0,0,0,1,0,0,0
UBAP2,1,1,0,1,0,1,0,1,0
UBAP1,1,1,0,1,0,1,0,0,0
KIF24,1,1,0,1,0,1,0,1,0
MYORG,1,1,0,1,0,1,0,1,0
FAM219A,1,1,0,0,0,1,0,0,0
DNAI1,1,1,0,0,0,0,0,0,0
ENHO,1,1,0,1,0,1,0,0,0
CNTFR,0,0,0,1,0,0,0,0,0
GALT,1,0,0,0,0,1,0,1,0
AL162231.2,1,1,0,1,0,0,0,0,0
DNAJB5,1,1,0,1,0,1,0,1,0
FANCG,0,1,0,1,0,1,0,1,0
FAM214B,0,0,0,0,0,0,0,1,0
UNC13B,1,1,0,1,0,1,0,1,0
TPM2,1,1,0,0,0,1,0,0,0
TLN1,1,1,0,1,0,1,0,1,0
YBX1P10,0,0,0,1,0,0,0,1,0
PAX5,1,1,0,1,0,1,0,1,0
ZBTB5,1,1,0,1,0,1,0,1,0
AL513165.1,1,1,0,0,0,0,0,0,0
AL138752.2,1,1,0,0,0,1,0,0,0
TRMT10B,1,1,0,1,0,1,0,1,0
SHB,1,1,0,1,0,1,0,1,0
IGFBPL1,1,0,0,0,0,0,0,0,0
SNX18P3,1,0,0,1,0,0,0,1,0
ANKRD18A,1,1,0,1,0,1,0,1,0
CNTNAP3,1,1,0,1,0,1,0,1,0
AL353729.1,0,0,0,1,0,0,0,0,0
ZNF658B,1,1,0,1,0,1,0,1,0
BX664615.2,0,0,0,1,0,0,0,1,0
BX664727.3,1,1,0,1,0,1,0,1,0
GXYLT1P3,1,1,0,1,0,1,0,1,0
AL353763.1,0,0,0,0,0,1,0,0,0
CBWD6,1,1,0,1,0,1,0,1,0
AL845472.1,1,0,0,0,0,0,0,0,0
CNTNAP3B,1,1,0,1,0,1,0,1,0
ANKRD20A7P,0,0,0,1,0,0,0,0,0
AL591441.1,0,0,0,0,0,1,0,0,0
AL391987.2,1,0,0,0,0,1,0,0,0
AL391987.4,0,0,0,0,0,0,0,1,0
CR769775.2,1,1,0,1,0,1,0,1,0
FGF7P6,1,1,0,1,0,0,0,0,0
LINC01410,0,0,0,1,0,0,0,0,0
PTGER4P2,0,0,0,0,0,0,0,1,0
BMS1P10,0,0,0,0,0,0,0,1,0
ANKRD20A4P,1,1,0,1,0,1,0,1,0
SNX18P9,1,0,0,0,0,1,0,1,0
BMS1P12,0,0,0,1,0,0,0,0,0
FOXD4L5,0,0,0,1,0,1,0,1,0
CBWD4P,1,1,0,1,0,1,0,1,0
CBWD5,1,1,0,1,0,1,0,1,0
AL136317.2,1,0,0,0,0,0,0,0,0
GXYLT1P4,0,0,0,1,0,0,0,0,0
AL513478.4,1,1,0,0,0,1,0,1,0
ZNF658,1,1,0,1,0,1,0,1,0
CNTNAP3P2,1,1,0,1,0,1,0,1,0
ANKRD20A1,1,1,0,1,0,1,0,1,0
CBWD3,1,1,0,1,0,1,0,1,0
FAM122A,1,1,0,1,0,1,0,1,0
APBA1,0,1,0,1,0,1,0,1,0
MAMDC2,1,1,0,1,0,1,0,1,0
TRPM3,0,0,0,0,0,1,0,0,0
CEMIP2,1,1,0,1,0,1,0,1,0
LINC01504,0,0,0,0,0,0,0,1,0
ALDH1A1,0,0,0,0,0,1,0,1,0
TRPM6,1,1,0,1,0,0,0,1,0
PCSK5,1,1,0,1,0,1,0,1,0
GCNT1,1,1,0,1,0,1,0,1,0
PRUNE2,0,1,0,0,0,1,0,0,0
PSAT1,1,1,0,1,0,1,0,1,0
RASEF,1,1,0,1,0,1,0,1,0
AL499602.1,1,1,0,1,0,1,0,1,0
FRMD3,1,1,0,1,0,1,0,1,0
AL354920.1,1,1,0,1,0,1,0,1,0
GKAP1,1,0,0,0,0,0,0,0,0
KIF27,1,1,0,1,0,1,0,1,0
RMI1,1,1,0,1,0,0,0,0,0
NTRK2,0,1,0,0,0,1,0,0,0
AL353743.4,1,1,0,1,0,1,0,1,0
AL353743.1,1,1,0,1,0,1,0,1,0
NAA35,1,1,0,1,0,1,0,1,0
GOLM1,1,0,0,1,0,0,0,1,0
TUT7,1,1,0,1,0,1,0,1,0
GAS1,1,0,0,1,0,0,0,1,0
GAS1RR,0,0,0,1,0,0,0,0,0
CDK20,1,1,0,1,0,1,0,1,0
SEMA4D,1,1,0,1,0,1,0,1,0
GADD45G,1,1,0,0,0,1,0,0,0
LINC01508,1,1,0,1,0,1,0,1,0
NFIL3,1,1,0,1,0,1,0,1,0
IARS1,0,0,0,0,0,1,0,0,0
NOL8,1,1,0,0,0,1,0,0,0
AL136981.2,1,1,0,1,0,0,0,0,0
ZNF484,1,1,0,1,0,1,0,1,0
FGD3,0,1,0,0,0,1,0,0,0
BARX1,0,0,0,1,0,0,0,0,0
MIRLET7A1HG,0,0,0,1,0,0,0,0,0
MFSD14B,1,1,0,1,0,1,0,1,0
FBP1,0,0,0,0,0,1,0,0,0
AOPEP,1,1,0,1,0,1,0,1,0
ERCC6L2,1,0,0,1,0,0,0,0,0
