,U1-mut2-100-CHX_vs_DMSO,U1-mut2-100-CHX_vs_DMSO-CHX,U1-mut2-100-CHX_vs_mut2-100,U1-mut2-100-EtOH_vs_DMSO,U1-mut2-100-CHX_vs_WT_EtOH,U1-mut2-100-CHX_vs_WT_CHX,U1-mut2-100-EtOH_vs_WT_EtOH,U1-mut2-500-CHX_vs_DMSO,U1-mut2-500-CHX_vs_DMSO-CHX,U1-mut2-500-CHX_vs_mut5-500,U1-mut2-500-EtOH_vs_DMSO,U1-mut2-500-CHX_vs_WT_EtOH,U1-mut2-500-CHX_vs_WT_CHX,U1-mut2-500-EtOH_vs_WT_EtOH
TSPAN2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NGF,0,0,0,0,0,0,0,0,0,1,0,1,0,0
VANGL1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NHLH2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SLC22A15,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ATP1A1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
IGSF3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PTGFRN,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CD101,1,0,1,0,1,0,0,0,0,1,0,0,0,0
AL445231.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MAN1A2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TENT5C,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SPAG17,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TBX15,0,0,0,0,1,0,0,1,0,1,0,1,0,0
HAO2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LINC00622,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PHGDH,1,0,0,0,1,0,0,1,0,1,0,1,0,0
NOTCH2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NBPF8,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PFN1P2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AC241952.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NBPF26,0,0,0,0,0,0,0,0,0,1,0,1,0,0
LINC02798,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EMBP1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
AC245595.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
LINC01632,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC239860.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NBPF25P,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GPR89A,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PDZK1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
POLR3C,1,0,1,0,1,0,0,1,0,1,0,0,0,0
NUDT17,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PIAS3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LIX1L,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TXNIP,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NBPF10,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AC239799.1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
AC245407.2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
NBPF12,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC241584.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AC241584.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PRKAB2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
AC242426.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GPR89B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LINC02804,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NBPF11,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC239809.3,1,0,0,0,0,0,0,1,0,0,1,1,0,0
AC245100.4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC239804.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NOTCH2NLC,1,0,1,0,1,0,0,0,0,1,0,0,0,0
NBPF19,0,0,0,0,0,0,0,1,0,1,0,1,0,0
H2BC18,0,0,0,0,1,0,0,1,0,1,0,1,0,0
AC243772.2,0,0,1,0,1,0,0,1,0,1,0,1,0,0
H4C14,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H3C14,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H2AC18,0,0,0,0,0,0,0,0,0,1,0,0,0,0
H2BC19P,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H2BC20P,0,0,1,0,1,0,0,1,0,1,0,1,0,0
H4C15,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC239868.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H2BC21,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H2AC21,0,0,0,0,0,0,0,1,0,1,0,1,0,0
SV2A,1,0,0,0,1,0,0,1,0,1,0,1,0,0
MTMR11,1,0,0,0,1,0,0,0,0,1,0,1,0,0
OTUD7B,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AC244033.2,1,0,0,0,1,0,0,1,0,0,0,1,0,0
ANP32E,1,0,1,0,1,0,0,0,0,0,0,0,0,0
PRPF3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RPRD2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ECM1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
ADAMTSL4,1,0,1,0,1,0,0,0,0,1,0,1,0,0
ADAMTSL4.AS1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CTSS,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CTSK,1,0,0,0,0,0,0,1,0,1,0,1,0,0
SETDB1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GABPB2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF687,1,0,1,0,1,0,0,1,0,1,0,1,0,0
POGZ,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TUFT1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CELF3,1,0,0,0,1,0,0,1,1,0,1,1,1,1
RIIAD1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OAZ3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TDRKH.AS1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
S100A10,0,0,1,0,1,0,0,0,0,1,0,1,0,0
S100A11,0,0,1,0,1,0,0,1,0,1,0,1,0,0
TCHH,0,0,0,0,1,0,0,1,0,1,0,1,0,0
S100A14,1,0,0,0,0,0,0,1,0,0,0,0,0,0
AL162258.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AL162258.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CHTOP,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NPR1,0,0,0,0,0,0,0,1,1,0,1,1,1,0
CRTC2,1,0,0,0,0,0,0,1,0,1,0,1,0,0
AL358472.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AL358472.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AL358472.3,0,0,0,0,0,0,0,1,0,1,0,1,0,0
JTB,0,0,0,0,1,0,0,0,0,1,0,1,0,0
AL358472.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0
AL358472.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RAB13,1,0,1,0,1,0,0,0,0,0,0,0,0,0
RPS27,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1orf189,0,0,0,0,0,0,0,1,1,0,0,0,1,0
IL6R,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CHRNB2,0,0,0,0,1,0,0,1,1,0,1,1,1,1
AL606500.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PBXIP1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
FLAD1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
ADAM15,0,0,0,0,0,0,0,1,0,0,0,1,0,0
EFNA4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
EFNA3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EFNA1,1,0,1,0,1,0,0,1,0,0,1,1,0,0
KRTCAP2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
TRIM46,1,0,1,0,1,0,0,1,0,1,0,1,0,0
THBS3,0,0,1,0,0,0,0,1,0,1,0,1,0,0
GBAP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FAM189B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CLK2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HCN3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FDPS,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ASH1L.AS1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AL353807.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
YY1AP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MSTO2P,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GON4L,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SYT11,0,0,0,0,0,0,0,1,1,0,1,1,1,1
RIT1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
KHDC4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ARHGEF2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SSR2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SLC25A44,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PMF1.BGLAP,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PAQR6,0,0,0,0,0,0,0,1,0,1,0,1,0,0
TMEM79,1,0,1,0,1,0,0,1,0,1,0,1,0,0
IQGAP3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NAXE,0,0,0,0,0,0,0,0,0,1,0,1,0,0
NES,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CRABP2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
RRNAD1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
HDGF,0,0,0,0,0,0,0,0,0,1,0,1,0,0
NTRK1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
ETV3,0,0,0,0,0,0,0,1,0,0,0,1,0,0
LINC02772,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KIRREL1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
VSIG8,0,0,0,0,1,0,0,1,0,1,0,0,0,0
CFAP45,1,0,0,0,0,0,0,1,0,0,0,1,0,0
TAGLN2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
IGSF9,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KCNJ10,0,0,0,0,0,0,0,1,1,0,1,1,1,1
IGSF8,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AL121987.2,0,0,1,0,0,0,0,1,0,0,0,1,0,0
AL139011.2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
NHLH1,0,0,0,0,0,0,0,1,1,1,1,1,0,0
VANGL2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ARHGAP30,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NECTIN4,1,0,1,0,1,0,0,1,1,1,1,1,1,0
MPZ,0,0,1,0,1,0,0,0,0,0,0,0,0,0
SDHC,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HSPA6,0,0,0,0,0,0,0,1,1,0,0,0,1,0
DUSP12,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NOS1AP,1,0,1,0,1,0,0,0,0,0,0,1,0,0
AL512785.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C1orf226,1,0,1,0,1,0,0,1,0,1,0,1,0,0
UHMK1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
UAP1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DDR2,1,0,0,0,0,0,0,1,1,0,1,1,0,0
RGS4,1,0,1,0,1,0,0,0,0,0,0,0,0,0
AL391001.1,1,0,1,0,1,0,0,0,0,1,0,1,0,0
MGST3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TMCO1.AS1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UCK2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FAM78B,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GPA33,1,0,0,0,1,0,0,1,0,0,0,1,0,0
CD247,0,0,0,0,1,0,0,1,0,0,0,1,0,0
CREG1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ADCY10,0,0,0,0,0,0,0,1,0,1,0,1,0,0
MPC2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GPR161,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SFT2D2,1,0,1,0,1,0,0,0,0,0,0,1,0,0
TBX19,1,0,1,0,1,0,0,1,0,1,1,1,0,1
XCL1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
Z99572.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
C1orf112,1,0,1,0,1,0,0,1,0,1,0,0,0,0
METTL18,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SCYL3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GORAB.AS1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GORAB,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BX284613.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FMO1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
VAMP4,1,0,0,0,1,0,0,1,0,0,0,1,0,0
DNM3.IT1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
TNFSF4,0,0,0,0,0,0,0,1,0,0,0,1,1,1
AL645568.1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
PRDX6,0,0,0,0,1,0,0,0,0,1,0,1,0,0
KLHL20,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CENPL,1,0,1,0,1,0,0,1,0,0,0,0,0,0
DARS2,1,0,0,0,0,0,0,1,0,1,0,1,0,0
GAS5,0,0,0,0,0,0,0,1,0,1,0,1,0,0
ZBTB37,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RC3H1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
CACYBP,0,0,1,0,1,0,0,0,0,0,0,1,0,0
RASAL2.AS1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AL365357.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
RALGPS2,1,0,0,0,0,0,0,1,0,1,0,1,0,0
FAM20B,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AXDND1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL160286.1,1,0,1,0,1,0,0,1,0,0,0,1,0,1
TDRD5,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AL353708.3,1,0,0,0,1,0,0,1,0,0,0,1,0,0
LINC02816,1,0,0,0,0,0,0,1,0,0,0,0,0,0
STX6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CACNA1E,0,0,0,0,0,0,0,1,0,0,0,1,1,0
ZNF648,0,0,1,0,1,0,0,0,0,0,0,0,0,0
RNASEL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LAMC1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LAMC2,1,0,0,0,1,0,0,1,0,0,0,1,0,0
NMNAT2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ARPC5,1,0,1,0,1,0,0,0,0,1,0,0,0,0
RGL1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
C1orf21,1,0,0,0,1,0,0,1,0,1,0,1,0,0
EDEM3,1,0,1,0,0,0,0,1,0,1,0,0,0,0
AL356273.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AL078644.2,1,0,0,0,0,0,0,1,0,0,0,1,0,0
HMCN1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PRG4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ODR4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PDC.AS1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PTGS2,1,0,0,0,1,0,0,1,0,0,0,1,0,0
BRINP3,1,0,0,0,0,0,0,1,0,1,0,1,0,0
RPS27AP5,0,0,0,0,0,0,0,1,0,1,0,1,0,0
RGS2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
B3GALT2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LINC01031,1,0,0,0,0,0,0,1,0,1,0,1,0,0
KCNT2,1,0,1,0,1,0,0,0,0,1,0,0,0,0
CFHR5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ASPM,1,0,0,0,0,0,0,1,0,0,0,1,0,0
SEPTIN14P12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf53,1,0,0,0,1,0,0,0,0,0,0,0,0,0
LINC00862,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ZNF281,1,0,1,0,1,0,0,1,0,0,0,1,0,0
DDX59,1,0,0,0,0,0,0,1,0,0,0,0,0,0
KIF21B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL358473.1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
ASCL5,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PHLDA3,1,0,1,0,1,0,0,1,1,1,1,1,0,0
CSRP1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
IPO9.AS1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SHISA4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ELF3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PTPN7,1,0,0,0,1,0,0,0,0,0,0,0,0,0
PPP1R12B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SYT2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC098934.2,1,0,0,0,1,0,0,0,0,1,0,0,0,0
PPFIA4,0,0,0,0,0,0,0,1,0,1,0,1,0,0
LINC01136,0,0,0,0,1,0,0,0,0,1,0,0,0,0
BTG2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ZBED6,1,0,1,0,0,0,0,1,0,1,0,1,0,0
SNRPE,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MDM4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NFASC,0,0,0,0,0,0,0,0,0,0,0,1,1,1
NUAK2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KLHDC8A,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NUCKS1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PM20D1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RASSF5,0,0,0,0,0,0,0,1,0,1,0,1,0,0
CD46,1,0,1,0,1,0,0,1,0,0,0,1,0,0
MIR29B2CHG,0,0,1,0,1,0,0,0,0,0,0,0,0,0
CAMK1G,0,0,0,0,0,0,0,0,0,1,0,1,0,0
G0S2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C1orf74,1,0,1,0,1,0,0,1,0,1,0,1,0,0
IRF6,0,0,0,0,0,0,0,1,0,0,0,1,0,0
UTP25,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RCOR3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SLC30A1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
LPGAT1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DTL,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NENF,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AC092803.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ATF3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FLVCR1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
VASH2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL929236.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CENPF,1,0,1,0,0,0,0,0,0,0,0,0,0,0
KCNK2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GPATCH2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC096642.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SLC30A10,1,0,1,0,1,0,0,1,0,1,0,1,0,0
EPRS1,1,0,0,0,1,0,0,1,0,1,0,1,0,0
IARS2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
RAB3GAP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MTARC2,1,0,1,0,1,0,0,1,0,0,0,1,0,0
HLX,1,0,1,0,1,0,0,1,0,1,1,1,0,0
DUSP10,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL513314.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HHIPL2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TAF1A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TAF1A.AS1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL592148.3,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AIDA,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL929091.1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
SUSD4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAPN2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
GTF2IP20,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FBXO28,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NVL,1,0,1,0,1,0,0,1,0,1,0,0,0,0
CNIH4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CNIH3.AS2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DNAH14,1,0,0,0,0,0,0,1,0,1,0,0,0,0
LBR,1,0,0,0,1,0,0,1,0,1,0,1,0,0
EPHX1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
AL591895.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
TMEM63A,1,0,1,0,1,0,0,0,0,1,0,0,0,0
SDE2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H3.3A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LIN9,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PARP1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
STUM,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ITPKB,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF678,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL731702.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WNT9A,0,0,0,0,0,0,0,0,0,1,0,1,0,0
WNT3A,0,0,0,0,0,0,0,1,0,1,0,1,0,0
ARF1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C1orf35,1,0,1,0,0,0,0,1,0,1,0,1,0,0
OBSCN.AS1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OBSCN,1,0,1,0,1,0,0,1,0,0,0,1,0,0
TRIM11,1,0,1,0,1,0,0,1,0,1,0,1,0,0
H2AW,0,0,0,0,0,0,0,1,0,1,0,1,0,0
H2BU1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RNF187,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RHOU,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LINC02814,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RAB4A,1,0,1,0,1,0,0,0,0,1,0,0,0,0
CCSAP,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ACTA1,0,0,0,0,1,0,0,1,1,0,1,1,1,1
GALNT2,1,0,0,0,1,0,0,1,0,1,0,1,0,0
TRIM67,0,0,0,0,0,0,0,1,0,0,0,1,0,1
C1orf131,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SPRTN,1,0,1,0,1,0,0,1,0,0,0,0,0,0
EGLN1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DISC1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
PCNX2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MAP3K21,1,0,1,0,1,0,0,1,0,0,0,1,0,0
TARBP1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IRF2BP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL160408.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TOMM20,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RBM34,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ARID4B,0,0,0,0,0,0,0,1,0,1,0,1,0,0
TBCE,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GNG4,0,0,0,0,0,0,0,1,0,0,0,1,0,0
NID1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GPR137B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
EDARADD,0,0,1,0,1,0,0,1,0,1,0,1,0,0
ENO1P1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
AL359921.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ACTN2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RYR2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RGS7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OPN3,1,0,1,0,1,0,0,1,0,1,0,0,0,0
CHML,0,0,0,0,0,0,0,1,0,0,0,1,0,0
RPL23AP20,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LINC01347,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL606534.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SDCCAG8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CATSPERE,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BX323046.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TFB2M,1,0,0,0,0,0,0,1,0,0,0,0,0,0
AL591848.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01341,0,0,0,0,1,0,0,0,0,1,0,1,0,0
ZNF695,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF670,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF669,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL627095.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ZNF124,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL390728.6,0,0,0,0,0,0,0,1,0,1,0,1,0,0
AL390728.4,0,0,0,0,0,0,0,1,0,0,0,1,0,0
NLRP3,1,0,0,0,0,0,0,1,0,0,0,1,0,0
ZNF672,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ZNF692,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PGBD2,0,0,0,0,0,0,0,1,0,1,0,1,0,0
SH3YL1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SNTG2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PXDN,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AC108488.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC108488.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC108488.3,0,0,0,0,1,0,0,1,0,0,0,1,0,1
COLEC11,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CMPK2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RNF144A,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ID2.AS1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ID2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ASAP2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ITGB1BP1,0,0,1,0,1,0,0,1,0,1,0,1,0,0
YWHAQ,0,0,0,0,0,0,0,0,0,1,0,1,0,0
TAF1B,1,0,1,0,1,0,0,0,0,0,0,0,0,0
AC010969.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GRHL1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KLF11,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CYS1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ODC1.DT,1,0,1,0,1,0,0,1,0,1,0,1,0,0
