,BIO2197294-CHX_vs_DMSO,BIO2197294-CHX_vs_DMSO-CHX,BIO2197294-CHX_vs_7294,BIO2197294-EtOH_vs_DMSO,BIO2197294-EtOH_vs_U1_WT100_EtOH,BIO2197294-EtOH_vs_U1_WT500_EtOH,BIO2197294-CHX_vs_U1_WT100_CHX,BIO2197294-CHX_vs_U1_WT500_CHX,BIO2197294-EtOH_vs_U1_U1_mut1_100_EtOH,BIO2197294-EtOH_vs_U1_U1_mut1_500_EtOH,BIO2197294-CHX_vs_U1_U1_mut1_100_CHX,BIO2197294-CHX_vs_U1_U1_mut1_500_CHX,BIO2197294-EtOH_vs_U1_U1_mut2_100_EtOH,BIO2197294-EtOH_vs_U1_U1_mut2_500_EtOH,BIO2197294-CHX_vs_U1_U1_mut2_100_CHX,BIO2197294-CHX_vs_U1_U1_mut2_500_CHX
FLAD1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DCST1.AS1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EFNA4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EFNA3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EFNA1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DPM3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KRTCAP2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM46,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GBAP1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM189B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CLK2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HCN3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YY1AP1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTO2P,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GON4L,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SYT11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RIT1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
KHDC4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL355388.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SLC25A44,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM79,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IQGAP3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CRABP2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RRNAD1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NTRK1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ETV3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02772,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KIRREL1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNJ10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
AL121987.2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
AL139011.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NHLH1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
VANGL2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NECTIN4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
MPZ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPA6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DUSP12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL391825.1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
NOS1AP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL512785.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf226,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UHMK1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DDR2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
RGS4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RGS5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL391001.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MGST3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TMCO1.AS1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UCK2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL451050.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
GPR161,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SFT2D2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TBX19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Z99572.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C1orf112,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
METTL18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SCYL3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
METTL11B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GORAB.AS1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GORAB,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VAMP4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFSF4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AL645568.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHL20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CENPL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RC3H1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RABGAP1L,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TNN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL591043.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASTN1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AXDND1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TDRD5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL353708.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL355482.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARPC5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RGL1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TSEN15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EDEM3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMCN1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ODR4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PDC.AS1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BRINP3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL390957.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RPS27AP5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RGS2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
B3GALT2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNT2,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0
ASPM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEPTIN14P12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LHX9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ZNF281,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIF21B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL358473.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASCL5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHLDA3,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
CSRP1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
SHISA4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PTPN7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R12B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SYT2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC098934.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBED6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
NFASC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NUAK2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHDC8A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUCKS1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PM20D1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RASSF5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf116,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AL445493.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CD46,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR29B2CHG,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf74,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UTP25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RCOR3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC30A1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
INTS7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DTL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL21P28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATF3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FLVCR1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VASH2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PROX1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
AL929236.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CENPF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPATCH2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC30A10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB3GAP2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MTARC2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HLX,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DUSP10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL513314.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HHIPL2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TAF1A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TAF1A.AS1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL592148.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AIDA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TLR5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GTF2IP20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXO28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NVL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CNIH4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAH14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LBR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM63A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SDE2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
H3.3A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LIN9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PARP1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
STUM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ITPKB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF678,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL731702.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GJC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OBSCN,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
H2BU1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
RHOU,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02814,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB4A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCSAP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTA1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
URB2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EXOC8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRTN,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DISC1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PCNX2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MAP3K21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TARBP1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IRF2BP2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TBCE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GNG4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NID1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR137B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EDARADD,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTN2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RYR2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OPN3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01347,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CATSPERE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TFB2M,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF695,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF670,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF669,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF124,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF672,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF692,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PGBD2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNTG2.AS1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNTG2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC108488.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC108488.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COLEC11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ID2.AS1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ITGB1BP1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TAF1B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GRHL1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KLF11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ODC1.DT,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PDIA6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIB2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MYCN,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GEN1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RDH14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01376,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LAPTM4A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SDC1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DRG1P1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHOB,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GDF7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LDAH,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHL29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ATAD2B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WDCP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PFN4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DNAJC27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EFR3B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GAREM2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CENPA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF513,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
FTH1P3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
AC074091.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC121,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FOSL2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
SPDYA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR43,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EHD3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
XDH,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL121658.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC020594.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HEATR5B,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFAF7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMDN2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02613,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASS1P2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ARHGEF33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS1.IT1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
THUMPD2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
THADA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PLEKHH2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRBD1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CRIPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCYRN1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HMGB1P31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EML6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CLHC1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS27A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MTIF2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EFEMP1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF3FP3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01122,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PAPOLG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
REL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PUS10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PEX13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AHSA2P,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
WDPCP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC008074.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LINC02245,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC1A4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
AC007318.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRED2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01873,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MEIS1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC017083.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PLEK,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1
APLF,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MXD1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PCBP1.AS1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C2orf42,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TIA1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PCYOX1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADD2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC4F,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VAX2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP6V1B1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MCEE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF638,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP26B1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXO41,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ALMS1P1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FNBP1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MOB1A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MTHFD2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC4A5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC142,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TTC31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PCGF1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DQX1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REG1A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAH6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LDHAP7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMSB10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ELMOD3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MAT2A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
REEP1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PLGLB1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC125232.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC133644.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PLGLB2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KRCC1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SNX18P14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD20A8P,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD36C,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FAHD2CP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
STARD7.AS1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ARID5A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KANSL3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LMAN2L,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD36,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC159540.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC092683.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD36B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C2orf92,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MGAT4A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIPT1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MITD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LYG1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
REV1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1R1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IL18RAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SLC9A2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM182,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC068057.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
POU3F3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RGPD4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SOWAHC,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC074387.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RGPD5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC013268.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MTLN,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RGPD6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOXL.AS1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BCL2L11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EEF1E1P1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM87B,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ZC3H8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZC3H6,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
RGPD8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC016745.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXD4L1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
WASH2P,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
