Genes,iPSC.BIO2006152.00150nM,iPSC.BIO2059811.00870nM,iPSC.BIO2135644.01000nM,iPSC.BIO2136770.00300nM,iPSC.BIO1949634.03000nM,iPSC.BIO2060573.03000nM,iPSC.BIO2070692.01680nM
BICD1,0,0.5659150559402,0.436612635880722,0,0.760281756008994,0,0
TMEM18,0,0.417121694656747,0.196404954209011,0.123,0.604447292973319,0.231675075349995,0.171
DUS4L,0,0.838199758724537,0,0,0.903418723969557,0,0
USP43,0,0.183333073653764,0.593755426006289,0,0.478668474862414,0.481342615235781,0
OCLN,0.197641881907139,0,0.519890592372156,0,0.43186249959909,0.346963410271378,0.240388085380594
FRYL,0,0.189,0.40756963599161,0.451330720401712,0.199324391422929,0,0.488638675872951
ZKSCAN3,0,0.313,0.402,0,0.466,0.3,0.254
LSM14B,0.237,0.278,0.326,0,0.463,0.205,0.217
MDM4,0,0.35,0.416,0.164,0.312597414883548,0.194,0.288
CCDC88A,0,0.460721572467099,0.391574292594209,0,0.460222813839016,0,0.411868734979843
BRWD3,0,0.583541304757908,0.274188240039646,0,0.861898896522312,0,0
NUP35,0,0.626038031523411,0.213147150814588,0,0.876954339489011,0,0
DLG5,0,0.349295888628369,0.463466210140803,0,0.498842638680606,0.119518596368335,0.280445320065738
ERRFI1,0,0.427589935722763,0.367900296519998,0,0.710379805233553,0.200965826205275,0
FOCAD,0,0.803776423888774,0,0,0.901604110823535,0,0
MED13L,0,0.62259721871736,0.195691595806556,0,0.883240099094911,0,0
ZNF350,0,0.429670007936478,0.414205546591846,0,0.503130816628395,0,0.352095394663694
ZMYM2,0,0.424,0.598,0,0.299,0,0.366
NPHP3,0,0.346,0.327048671028183,0,0.468,0.245,0.294
IVD,0,0.393331568391032,0.278828337793816,0,0.640120733245059,0.210552907329174,0.143184603308626
ADAM17,0,0.530986178686126,0.431122586616257,0,0.548810675347019,0,0.151279365596718
PHGDH,0.218212386151985,0.331605522062089,0.302720315595317,0.238835635199988,0.339892639822956,0,0.229917814192986
PRKDC,0,0.676686711576697,0.295850273010909,0,0.682758863218975,0,0
RPS4X,0,0,0.886953660904374,0.765604671652989,0,0,0
STAT1,0,0.539616191341759,0.19,0,0.910881265459608,0,0
SNX7,0,0.442813641505947,0.317902586215374,0.108998761408311,0.658499156460166,0.109093311364338,0
FIGNL1,0.268,0.395907459719049,0.369,0.27,0.332,0,0
CD47,0,0.380095058717914,0.355533522764521,0,0.388885246498352,0.243,0.263
CACNA1H,0.329244353356658,0,0.365748145882627,0.209345237761152,0,0.256250224272048,0.46741421362177
RPGR,0,0.429,0.362,0,0.555,0.272,0
PAN2,0.21,0.241,0.241,0.215,0.241,0.225,0.241
NAXD,0.218,0.255524374012713,0.251606347003234,0.198644616753637,0.255538181585994,0.238290374524388,0.196
RICTOR,0,0.36859863862421,0.31843605523205,0,0.918533096807566,0,0
EHHADH,0.31760379944793,0.195475475839355,0.172762243948332,0,0.328311906082732,0.20443597683839,0.38378420260048
TSC1,0.24,0.190735367111569,0.207,0.175,0.472,0.185,0.128
MRPL39,0,0.241811319633448,0.477735174344763,0,0.391086864100181,0.278422388225292,0.204921587791131
TEPSIN,0,0.420683573249119,0.344648516751762,0,0.530358956983933,0.29623125985163,0
OCLNP1,0.162060285034639,0,0.508314272762729,0,0.383734254967356,0.355757683849796,0.174729421060388
ELP6,0.121,0.369,0.221545940407459,0.143,0.414,0.135,0.178173800775697
AC008581.2,0,0,0.54409480843148,0,0.614060449303311,0.423336061827202,0
EPM2A,0,0.278206142551093,0.208406896066184,0,0.330672710858096,0.397806485883326,0.363511788614993
MAOA,0,0,0,0.616821199833151,0,0.961051484499081,0
MKNK1,0.301641184994059,0,0.568377138772502,0,0.370308122523047,0,0.335911852299177
PLEKHA1,0,0.429043593277338,0.378197117574031,0,0.584015125099117,0.179808028509581,0
VPS13A,0,0.488100921717094,0.299819051727723,0,0.782160640279788,0,0
PROSER1,0,0.483,0.169,0,0.916918705995703,0,0
ACVR1B,0,0.504827455305165,0.37491861569986,0,0.683663242045354,0,0
TAF5L,0,0.528732174523041,0.318429625022159,0,0.46915048312729,0,0.242639501726443
YPEL5,0,0.429904774712768,0.276299261800726,0,0.539270922753196,0.171,0.139
TRDN,0.185269172648716,0.420218094896962,0.384819520035578,0,0.559626465249484,0,0
FGFR1,0.314,0.232,0.352,0,0.385,0,0.261
CROCCP2,0.326057311514014,0.413099154677624,0.306691944409714,0,0.171434860273336,0,0.325507137681007
DNMBP,0,0.525583535371044,0.18610879799597,0,0.829631027078772,0,0
SETDB2,0,0.271909037063155,0.323543236409589,0,0.557162569991743,0.388518723528821,0
MARCHF8,0.102,0.271358829261101,0.365270398856499,0,0.378538974055327,0.207544172540326,0.211944662372659
DCAF16,0,0.297781076697757,0.26422561689932,0.210032951346501,0.31831031679073,0.22641460319322,0.214713058976163
PHB2,0,0.518261501994806,0.495786639176432,0,0.516700758790101,0,0
NELFA,0.202100518355272,0.379440801960894,0.343571295562293,0,0.486836998948868,0.118255424813485,0
FBXO10,0,0.411387028984904,0.338270648236472,0,0.440583673732295,0,0.338298701581835
AL358113.1,0,0.297808515469094,0.331147786129283,0,0.347534096357013,0.283017919131359,0.264356670785217
CCT7,0,0,0.552,0,0.365,0.605,0
ELF2,0.15,0.224,0.232,0.134,0.208,0.321,0.249
AMT,0,0.533,0.222,0,0.299,0.343,0.119
PTPRZ1,0.101,0.266,0.320098199966937,0,0.479,0.212036252208963,0.136
LARS2,0,0.495718273704996,0.189347041579196,0,0.827102832018145,0,0
HLTF,0,0.346676404155492,0.358026395795588,0,0.232,0.224357715109028,0.350365899003433
TTC23,0,0.328,0.278,0,0.344,0.257,0.297
AOPEP,0,0.34042905254563,0.273,0.250187697354339,0.415044465285623,0.224,0
NUTM2B-AS1,0,0.534128097158973,0.400930470137279,0,0.566065211351949,0,0
NPIPA1,0,0.540772106105661,0.204790900069948,0.349257245587365,0.403388133574586,0,0
SNX24,0,0.390659451618109,0.270331604788563,0,0.406030110968377,0.256173958251675,0.172277775613149
GUSBP11,0,0.355,0.397441682092527,0.184,0.345,0,0.212
MEMO1,0,0.504487189082605,0.37148469285733,0,0.615844399422942,0,0
NOP56,0,0.324960031111345,0.332265071009798,0,0.306490015982886,0.301870085890187,0.225139755230303
AC009053.2,0,0,0,0.279995738612998,0.436447962308705,0.392192522814441,0.377549101162673
FBXO38,0,0.359,0.299,0,0.48,0.2,0.146
CEP41,0,0.335930971578896,0.220954039472293,0.11023523766944,0.394665292365855,0.178318835261982,0.242415364369605
CNOT1,0,0.252911466295449,0.288544857301663,0.107,0.32290442273327,0.244164028171157,0.265435135092814
MOCS2,0,0.282,0.187,0.25,0.223,0.253,0.282
LRIG2,0,0.435543766977969,0.27250148553215,0,0.574574293426719,0.19218387594887,0
KCTD20,0,0.451423360062154,0.272739263719857,0.15388749687441,0.589635325465567,0,0
COPS5,0,0.305513102822835,0.279749642739719,0.27762149526364,0.304375453840593,0.299917034631863,0
DPY30,0,0.484639662503467,0.361950971274131,0,0.615536795169457,0,0
TRAF4,0,0.373,0.234,0.234,0.238,0,0.375
SAC3D1,0.176,0.255,0.181,0,0.339,0.242,0.258
CPSF7,0.138,0.191266731497529,0.247,0.119868605505122,0.453,0.158,0.136
ATXN2L,0.196,0.3,0.214,0,0.302,0.25,0.175
FIRRE,0.138,0.31235789117974,0,0,0.292925912097058,0.569612072004752,0.12
ERG,0,0.471835094329169,0,0.147,0.469323073378934,0.144,0.199
UNC13A,0,0.372644572272497,0.234880595171725,0,0.429950441508611,0.393657428613839,0
BORCS8-MEF2B,0.219154651458604,0.398768884695741,0.212337757209445,0,0.410933892622079,0.188801725392668,0
ZNF43,0.108471067178548,0.291817101786232,0.301305436049985,0,0.440053693547627,0,0.287866982422406
GLCE,0,0.404819504112728,0.307561398043139,0,0.716686730495347,0,0
SNHG14,0,0.427940987628805,0.341,0,0.521211668043267,0.129,0
FYCO1,0,0.4150709233376,0.345640130342316,0,0.402131093102423,0.254619237115533,0
URGCP,0,0.289105425867986,0.44984696170889,0,0.361705784569719,0.314500054571039,0
NASP,0.112,0.299,0.265,0,0.33,0.228,0.18
HMGN1,0,0.502,0.23,0,0.517,0,0.161
LRRC28,0,0.284,0.261121042843241,0,0.332,0.215796155703034,0.305
AC138932.1,0,0.541132094230952,0,0.354143006684279,0.501359447062682,0,0
VCAN,0,0.31,0.229,0,0.748,0.109,0
WSB1,0,0.424686963294011,0.221905139002973,0,0.57579942500002,0,0.172974289196049
ZNF268,0,0.314686067260147,0.277193678022496,0.167,0.428569506618692,0.206,0
FAM124A,0,0.452305779188547,0.288663947758788,0,0.652077580709355,0,0
ZNF185,0,0.225897485125321,0,0,0.415211638897225,0.388910939864706,0.356400921741104
ANGEL2,0,0.305746144166638,0.112,0.279020223859598,0.414968918892645,0,0.273343289996309
LRP8,0,0.394,0,0,0.400252834963972,0.424,0.146
MACF1,0.116,0.287329624891623,0.265430399853144,0,0.284233958651688,0.219867139503504,0.191167395804179
PIKFYVE,0,0.456298100850155,0.179488471546715,0,0.724870662046325,0,0
RUFY3,0.134,0.250203101823994,0.249241232245195,0,0.362042650640175,0.177780826950769,0.181718395251651
IL6ST,0,0.305366781139028,0.377349120671121,0,0.435816826639547,0.235951901904485,0
SRGAP1,0,0.364310264980396,0.364388278709156,0,0.620279543004082,0,0
PPP4C,0.172,0.175,0.22,0.16,0.241,0.192,0.187
ZNF417,0,0.274843147070923,0.348200326559489,0,0.547233015518827,0.17316914427655,0
EP300,0,0.304089073298962,0.25522684825788,0,0.508027449757846,0.148278009736078,0.126905442630669
NUTM2A-AS1,0,0.419895969334112,0.358222518242278,0.137,0.427045428490802,0,0
RCOR3,0,0,0.465011892591956,0,0.398295010148961,0.357957178441435,0.114
L3MBTL3,0,0.299893581110434,0.32,0,0.493,0.221,0
DOCK1,0,0.512159204099162,0.232215207925277,0,0.58915588021927,0,0
LINC00862,0,0,0,0.259601948362314,0.684092731351666,0.386812007257558,0
ADCY3,0,0.287503154420738,0.106211944439914,0,0.540237142536979,0.13941950865345,0.255077018559924
DDX50,0,0.487630093053806,0.168018800054486,0.11834129756205,0.552636501885712,0,0
SSH1,0,0.302102826272836,0.381927004284327,0,0.427296777711336,0.102,0.107
AL157778.1,0,0.323282581907527,0.292455138093779,0,0.47687364440971,0,0.227166817216184
ARHGAP44,0,0.309194590185457,0.341859324058368,0,0.667977461939998,0,0
ANKRD9,0,0.481,0.271,0,0.361,0,0.204432821296752
UBP1,0,0.294153405573837,0.453937443883951,0,0.196633611089594,0,0.368049660120685
PIK3R1,0,0.29967708765946,0.352915420159712,0,0.47743368846294,0,0.180908176141672
MFGE8,0,0.295,0.321,0.218,0.202,0,0.273
DALRD3,0.255125150901712,0.266088692678518,0.261211883675337,0,0.268699537556951,0,0.257345984691161
TTC7B,0,0.376945095439123,0.248562476558688,0,0.482602337177203,0,0.198034244516886
EWSR1,0,0.28,0.355,0,0.244,0.126,0.299
TAB3,0.439,0.362,0,0,0.502,0,0
RREB1,0.137,0.219,0.232498715332049,0,0.334162865683946,0.186,0.193016680735866
BICRA,0,0.50214867272423,0,0,0.79875631508213,0,0
AFMID,0,0.338,0.245,0,0.307,0.189,0.221
ZNF202,0,0.165,0.348199540809802,0,0.319221006581196,0.288042217393592,0.178
SPIRE1,0,0.266011517680306,0.271196770089777,0,0.301378752812222,0.155026158414736,0.302088836009634
PEAK1,0,0.418760160882297,0,0.298586348272361,0.304,0,0.274
RPA1,0,0.472390481974705,0.269245515355689,0,0.549921578805602,0,0
RBCK1,0,0.381187988471505,0.281352743429682,0.17016713204731,0.447782589502944,0,0
ZSCAN31,0,0.352,0.275896465847817,0,0.440658146349834,0,0.205
LATS1,0,0.363114325819628,0.229492192342323,0,0.392912161175139,0.133366342538708,0.152267534087148
KCND2,0,0.505528200249951,0,0,0.761974190061319,0,0
ZNF317,0,0.420358820440219,0.331490286877497,0,0.411250045225771,0.102,0
MAP4K4,0.115,0.238,0.166,0,0.397,0.196,0.152
CLASP1,0.179248128319657,0.254307601002989,0.119486761875136,0,0.33683008188459,0.184519659042178,0.18641749676998
PELI1,0,0.197183645057774,0.2947287179792,0,0.305006872038197,0.26930266727414,0.192030850227749
NOD1,0,0.436,0,0,0,0.366,0.455
RTTN,0.159,0.178,0.178,0.206,0.178,0.178,0.178
INTU,0.109,0.2,0.133,0,0.461423512222945,0.101,0.25
TRIM37,0,0,0.515761983472222,0,0.203190610113832,0.204083697878233,0.326881201819794
ATAT1,0,0.292402689032858,0.252,0,0.43867750972563,0,0.263405334913237
LINC02387,0,0.388616201572158,0.450360991137149,0,0.405836004309021,0,0
MMP17,0,0.379158863977301,0.311490555252894,0,0.553028907592055,0,0
CBWD5,0,0.124663544438387,0.38274444843285,0.196084411686688,0.264693568979181,0,0.274425471010248
MARK3,0,0.357,0,0,0.45,0.224,0.211
ZNF837,0,0.253276980548123,0.21397690164017,0.188977420588396,0.152761155583547,0.222079010170649,0.20814795084273
TAZ,0,0.231,0.289306813541981,0,0.277010743749671,0.244476601286822,0.197
PRUNE1,0,0.36,0.24,0,0.387,0.25,0
CCDC130,0,0.463947877531881,0,0,0.395465158069708,0,0.373163267661936
MGA,0,0.347,0.169,0,0.423603016855526,0.158,0.132
ARMC4,0,0,0.41085510178773,0,0.513817169486081,0.302551851038624,0
EFHD2,0,0.238104253029708,0.289464606610473,0,0.176,0.252658817175117,0.265606249836388
MED13,0,0.233881521181918,0.245315460944802,0,0.501811707461341,0.123,0.117
CEP72,0,0.116,0.255939631620853,0,0.265613579270313,0.227691838354811,0.355762283239654
ZNF777,0,0.310888649993936,0.18234157572268,0,0.417882609042391,0,0.307286370420927
GGA1,0.185584060072837,0.285,0.125305976954067,0,0.37,0.111,0.14
ARID1A,0,0.236434150173005,0.184322839800822,0,0.493954989079551,0.190202760251808,0.11097506571344
SLC20A2,0,0.25183020412036,0.270948453037134,0,0.27368985963967,0.198914891432502,0.219164686451539
SLC25A36,0,0.231,0.319,0,0.21280655535228,0.27,0.181
LINC01145,0,0.435282578413926,0.387294800226161,0,0.390807638183563,0,0
GRB10,0,0.386,0.254831693822522,0,0.464043208869057,0.108,0
CAP2,0,0.215026451370337,0.321,0,0.508431086063901,0.166,0
LMBRD2,0,0,0.237047234505212,0,0.973084496018112,0,0
AC092835.1,0,0.254235980321479,0,0.341696167566429,0.144106880502975,0.304124230172973,0.162437112434125
STRIP1,0,0.338,0.128,0,0.478,0.135,0.127
PXK,0,0.518942434872071,0,0,0.686367820375916,0,0
LUC7L3,0,0.373007370635512,0.23081568104078,0,0.599356586032678,0,0
AGO3,0,0.346440239451188,0.296263143100788,0,0.403453456058333,0,0.154
SMC6,0,0.422041411292481,0.19180537215504,0,0.582382520738964,0,0
PPM1B,0,0.385625150238822,0.262729932912466,0,0.547568698918766,0,0
PCBD2,0,0.36689556550274,0.242673337614356,0,0.585529140987702,0,0
SYNGAP1,0,0.233,0.241,0,0.344,0.191,0.183294199312612
AC013717.1,0,0.382730278928696,0.251579945017723,0,0.554515841722152,0,0
NPY5R,0,0,0.354099229724814,0,0.83242677824646,0,0
CARD8,0,0.347,0.347,0,0.492058613201318,0,0
DHRS1,0,0.29890569279072,0.362766148827672,0,0.522258302097996,0,0
SSBP1,0.134810771212655,0,0.337378861290153,0,0.237712569033434,0.271831117258574,0.199247504289222
LRRC1,0,0,0.298729567277241,0,0.88137532325835,0,0
TARBP2,0,0.303044498047487,0.182,0,0.322,0.261,0.111
EIF5,0,0.500335900418931,0.288798025076199,0,0.389904390760152,0,0
ANK3,0.111376835792792,0.219164261332474,0.228654748601899,0,0.261970554560237,0.245631382071857,0.111181755631899
SERP2,0.196530716243246,0.374471124483966,0.231136586268432,0,0.374513976851861,0,0
AC009533.1,0,0,0.562101129595219,0,0.61310283269087,0,0
CD40,0,0.328037046125778,0.241111453805826,0,0.38181576407525,0.2215970257593,0
L1CAM,0,0.292748671883481,0.240061679941185,0.124,0.386594198704683,0,0.127
THRAP3,0,0,0.339,0.428,0,0,0.403
MGAT4B,0.122,0.321,0.265,0,0.307,0,0.153
RAB28,0.109,0.252,0.14090499764516,0,0.359380774825248,0.112,0.194
AC092718.3,0,0,0.25750647103084,0,0.403757238674376,0.504006304674796,0
LDAH,0,0.34308300838867,0.236985499350549,0,0.583813847049733,0,0
PACRGL,0,0.38761327124401,0.256080899934612,0,0.323235191565717,0,0.194
CNTN1,0,0,0.401489266257633,0,0.237370245859371,0.229332693128725,0.290091318121355
ZCCHC8,0,0.415307689357724,0,0,0.739532113093224,0,0
VDAC2,0,0.350407408750332,0.218021963552345,0,0.583132543881847,0,0
PPP4R4,0,0.331566474541378,0.316772854674729,0,0.502373479188451,0,0
LARP1B,0,0.232923549092101,0,0.293374084210562,0.323641974091585,0.296874252440236,0
DELE1,0,0.268070404658219,0.263733405617499,0,0.242292630346559,0.140263720678188,0.231618952403974
PLEKHM1,0,0.496919789538705,0.279,0,0.37,0,0
EPN1,0,0.366243808996209,0.229552860050057,0,0.431027527557437,0,0.117720885006313
P4HTM,0,0.384,0.241,0.188,0.329,0,0
RBM33,0,0.32,0,0,0.611,0,0.211
NSD2,0,0.254213679767234,0.253625762126151,0,0.418116020127826,0.213060948062674,0
POLDIP3,0,0.238,0.206,0,0.418,0.162,0.114
NT5C2,0,0.30138628394989,0.151788212580186,0,0.683426067060889,0,0
AGGF1,0,0,0.413692933902458,0,0.441553160894912,0.279696823664611,0
CDC40,0,0.563738608940556,0,0,0.569522633385251,0,0
GOLGA2P10,0,0.329141270447372,0.248326429656489,0,0.340387949102114,0,0.213002413085047
DSG2,0,0.299975274874032,0.223507718667165,0,0.603525825296676,0,0
EXO1,0,0.28231868994453,0.228448089076422,0.116,0.254929218413866,0.117,0.127
ZNF208,0.296399746371826,0,0,0,0.82681360806658,0,0
ZNF197,0,0.333,0.264,0,0.372,0.153,0
SETD4,0.149432169812319,0.158355053034177,0.149551120593846,0.177903792016535,0.151099012265177,0.158152674356596,0.176635340807339
EEF1D,0,0.355,0.36,0,0.404,0,0
THADA,0,0.295142850991387,0.27191416759734,0,0.13,0.190353073998171,0.230094640502859
OSBPL1A,0,0.163556561825522,0.275775087317611,0,0.249481500045048,0.261062532696356,0.167084010420168
BBX,0,0.2996074832795,0.219347644163238,0.124,0.334803242844856,0.135,0
RAB23,0.148380890970479,0.130155594766196,0.208587710984445,0,0.422023910588659,0.20188265781919,0
ANKS3,0,0,0.250363708257986,0,0.233964572898436,0.311503617362942,0.314729678103538
TMEM241,0.463186055503981,0,0.331676140424506,0,0.315366867463435,0,0
ZNF415,0.117,0.278,0.239,0,0.372,0.102,0
CLTC,0,0.366822430041697,0.256949407295691,0,0.482663262308043,0,0
ETNK1,0,0.289413947225355,0.215309936217116,0,0.599943035523984,0,0
RNF213,0,0.235891152161061,0.27089071613893,0,0.59585015016385,0,0
SLC37A4,0.139,0.16,0.255,0,0.191,0.207,0.15
KLC1,0.146,0.284919400820471,0.269924524297477,0,0.291364086540495,0.109471137991459,0
