Genes,NGN2.BIO1755497.00040nM,NGN2.BIO2006152.00150nM,NGN2.BIO2059811.00870nM,NGN2.BIO2135644.01000nM,NGN2.BIO2136770.00300nM,NGN2.BIO1949634.03000nM,NGN2.BIO2060573.03000nM,NGN2.BIO2070692.01680nM
TOE1,0,0,0.974168556023396,0.773368709483229,0.312863879320931,0.973587465014409,0,0.453503614779323
ANP32A,0.320176376305284,0,0.645156122712699,0.639055396001911,0,0.456860047191747,0.693502531281756,0.718492400495642
AC010538.1,0.508775489755315,0.325669931703355,0.505347930156994,0.50876909693938,0,0.590318228893109,0.542581887421931,0.478088226259936
DNAJC27,0.346528895082979,0,0.526684019558816,0.533060256928375,0.357514733571464,0.58230195672785,0.503443540966091,0.59426485965634
WSB1,0,0.374727988184491,0.64,0.458793251817742,0.504,0.538586366081007,0.401487510566591,0.524
AC022433.1,0.436219169812284,0.250916452789765,0.516517286479329,0.57370005061213,0,0.530901994910642,0.642100438342297,0.480400768266762
ANKS1B,0,0.211558357314635,0.893595763333734,0.650248567641983,0.152129018944798,0.841471986841625,0.154848529936055,0.507074831345888
ZNF767P,0,0.288,0.701578318457456,0.5874958674649,0.343,0.714164835088577,0.382397569683791,0.379264079144421
GLRB,0,0.124153510031427,0.74,0.558,0.113670095103431,0.76,0.509,0.586
PPIP5K2,0.163186559447937,0.151058433032031,0.889063739192113,0.422671622560064,0.342259426669279,0.993968801919527,0.203487963042283,0.220368655401942
HMGN1,0,0.143,0.789,0.687,0.156,0.764,0.157,0.66
PRUNE2,0.320859848899215,0.369,0.29618901181963,0.339902739408776,0.377,0.310481505197063,0.947703029237841,0.377
SPPL2B,0.244163395651006,0,0.795679129470863,0.561022051817141,0.257672968142411,0.822781322715059,0.31840543217199,0.327678301990968
SSR1,0,0.162,0.75517079987941,0.690577284906161,0.153,0.785460926642688,0.347557367913751,0.428416199555781
ADAM17,0.393684685334466,0.433619103856461,0.471338891266187,0.408814039411581,0.380464077725871,0.420342842469904,0.365052378930406,0.432568695218443
AC138894.1,0.396,0.397,0.403,0.424,0.412,0.423,0.43,0.42
CLN3,0.396,0.394,0.405,0.422,0.414,0.425,0.43,0.419
STOX2,0.307937263881548,0.417978378381219,0.305944100430789,0.621577861213395,0.138893193695523,0.415572456471026,0.675073826411638,0.42085663744345
SNHG16,0,0.117,0.773312286064157,0.502,0.353911847189557,0.994,0.146,0.403
NR1H3,0.510008634898612,0,0.577484610143491,0.622692922504082,0,0.516894262266426,0.497837490717911,0.563290019775906
SMIM7,0,0.16,0,0.985,0,0.995,0.98,0.167
LINC01011,0.405066490147094,0.433622094953503,0.456406992421812,0.475540081015768,0.188495287713967,0.451923440733877,0.458514074648636,0.411916201159029
PRPF31,0,0,0.912538601132133,0.657829277126685,0.413890745107495,0.951933441719097,0,0.337282929195477
FNIP2,0.122496195168568,0.391382623713637,0.520002840064884,0.471419003054199,0.339381287043364,0.522584727163441,0.47576573489945,0.415570350322734
CACNA1H,0.377771196304453,0.314,0.47,0.398910742997774,0.38701121707077,0.50021938214061,0.404,0.398943991027713
ABHD10,0,0.138292307142337,0.83083647072367,0.62677389870416,0.257455851397243,0.911487440671149,0.137466179773756,0.348192173026453
TP53INP1,0.197452225493846,0.38788401010266,0.474412422043941,0.461789804808977,0.304,0.53270266582807,0.437183125586707,0.449248431886933
SMC5,0,0,0.899746578433101,0.452408755806284,0,0.710418517471129,0.606094689596237,0.571467232236036
ERRFI1,0.28698647730928,0.260057720073409,0.530013451743849,0.419883419545075,0.252553850777688,0.596173453186186,0.483782944314394,0.398638878755416
MYT1L,0.337225836726501,0.341844491083716,0.348119326586664,0.563370306170741,0.150114260443898,0.374358939723147,0.59783100658773,0.511535406512746
SGK1,0.151021998655708,0.158129184925329,0.59337278014598,0.618849552245001,0,0.604563117126573,0.560560395088843,0.536805477403534
WNK3,0.308084901719846,0,0.591954869827006,0.471777039248912,0.318835677720545,0.468909862694887,0.563056197930309,0.495267483631701
LMAN2L,0,0,0.902490744704337,0.752873089184499,0,0.70015472214113,0,0.85664089532813
SPRYD7,0.351616726460499,0.365518968138453,0.488989871877838,0.437489972787008,0.307848351844093,0.433180960219767,0.454457334438535,0.365380011675226
PRKACB,0.289991683676278,0.316680072577791,0.4173887277482,0.536724571001822,0,0.424711771127491,0.589013988902916,0.615116599573155
BTBD10,0,0,0.621722181094658,0.553471427967002,0.122909047411504,0.64025522176944,0.647651586847263,0.600341015741406
CHD2,0,0,0.902251559423752,0.661813707264105,0,0.856091214746125,0,0.761765288912588
GALNT11,0,0,0.875483562130681,0.607379339334512,0,0.82996011008113,0,0.846888440016176
ZNF10,0.300754539931689,0,0.539620064824076,0.536935137933435,0.3748662064647,0.607466502109902,0.4856109603978,0.299528253299155
MED13L,0,0,0.977350935561125,0.750432542537658,0.474052029923049,0.942251839732983,0,0
AC114316.1,0.268016518421283,0.348147853725382,0.50680866702943,0.366873378614224,0,0.482323004456446,0.655138291425079,0.4889473294216
SLC12A2,0,0,0.950026017645397,0.630932924767573,0.284686678706431,0.976877700559631,0,0.251666103817554
PIK3CD,0,0.231681518748333,0.671845244085143,0.493993926600983,0.250973894851136,0.787721328427018,0.187568391655462,0.467810080616693
RARS2,0,0.152451354092973,0.963543731772344,0.778113739113623,0,0.967468230836999,0,0.216634410780768
INVS,0.402574336884503,0.201493074247941,0.538441007486143,0.505226473954694,0,0.453815483362305,0.50982376734603,0.460190893453094
MYO5A,0.187263750741903,0.156132803142988,0.29153487386671,0.672006938633537,0.1176739619247,0.360637209175922,0.661439897691078,0.623772139924094
ADAL,0.184017285557231,0.274095382905065,0.400966384802594,0.577174355983016,0,0.646343923827326,0.685682434104786,0.300389697858429
GGCT,0.388870160643849,0.386064408084867,0.389206862068663,0.390391003064483,0.347828676132941,0.380688159008452,0.388794094378051,0.386024593149278
VDAC2,0.145842138437623,0.141635021940913,0.713543301454072,0.476171169038366,0.15788742964429,0.771633875905438,0.33236937918059,0.315284135056388
DGKB,0.161226195912084,0.184601052213142,0.627807508649175,0.564793765440715,0,0.805589743352191,0.365833398043609,0.321133333166361
PCDH9,0.207824986815419,0.109781550927975,0.433425703078965,0.535297575910037,0.235386428630493,0.480825400203021,0.495028995872079,0.510111437115917
URGCP-MRPS24,0.199086511030125,0.184031956026267,0.459142799699311,0.463697468306855,0,0.547352283202184,0.6226544519892,0.523463042651883
MTMR3,0,0.224363725862237,0.531061018131163,0.620680733885677,0,0.541906703719861,0.666727480591502,0.403987187515442
CNTN1,0.216628001325704,0.215839645468742,0.497602196616283,0.523012582821177,0.151317527034061,0.421342211515474,0.495624448523111,0.466834972097344
ADAM23,0.31493786486374,0.265355893934959,0.389941657897589,0.492482414187739,0.177,0.456530624807698,0.437008929708809,0.423993489485846
MAN1A2,0,0.17091227372471,0.554870393469379,0.491887535217483,0.3269515566419,0.506194860614832,0.414136377361193,0.468953171959131
TSPAN2,0,0,0.903745096251427,0.657685874877397,0.272105052254753,0.909455137877312,0,0.180273533011732
TAF5L,0,0,0.866634491551547,0.688122825466201,0,0.694626114781993,0,0.645
MAP4,0.281398274557929,0.289958199963759,0.329567227994868,0.545222293285966,0,0.383128929016936,0.628952111392968,0.434434677407833
CCDC88A,0,0,0.774419412425225,0.596393593889594,0.127,0.741019851552123,0,0.651786918393332
SNX24,0.35811178297467,0.154997890353579,0.503597690310938,0.434473361363153,0.153499644608598,0.529816114324439,0.40273345478014,0.349380526918326
ATG4A,0.341,0.23,0.4,0.465270770566278,0.23,0.375,0.429,0.411
TXNL4B,0.17095226585846,0.207302109750745,0.558381225850667,0.502404030779428,0,0.666510187575119,0.334617970661693,0.432715482682334
VPS13A,0,0.24413272426903,0.572017783226318,0.469497667482692,0.320110084510598,0.581203716974995,0.263862025482527,0.420088067643596
RERE,0.155374214100079,0.139496147692871,0.586745008491942,0.491132178503801,0.185383407830488,0.661605681589279,0.330851886035504,0.320196759052814
ERCC6L2,0,0.17688725496666,0.386599410155085,0.634550984238276,0.678064101424243,0.215464172556322,0,0.770813061206523
PGGT1B,0,0.247145377152427,0.596179389019257,0.460948750941609,0,0.720717772235704,0.398633014984767,0.433784601355438
DENND4A,0.6793599970637,0.232217628672197,0.314061787211934,0.532533501187259,0,0.252953638781589,0.49049598646482,0.35383459153153
C19orf47,0.419114488921686,0.245557120404603,0.436648444584405,0.456038939406218,0,0.437775450034603,0.392726184930486,0.461217500294442
RBCK1,0,0,0.564229852299431,0.538918848837981,0.231082114874771,0.703642210167512,0.321535797817675,0.467462642577703
ERC1,0,0.209020452958624,0.639431909224464,0.51585020500435,0.111485347670108,0.682252259539493,0.327479168902226,0.338627576095796
ABAT,0,0,0.72263138563133,0.654162182518297,0,0.855370318047773,0,0.577976368364431
NUDT22,0.275127681979679,0.352309093023345,0.427771969058596,0.383146544007226,0.221,0.427985021303045,0.344,0.37517755458193
FOCAD,0,0,0.909988247634068,0.635724672940644,0,0.961131134855394,0.29429141005975,0
CMSS1,0.120231963306245,0,0.710289933698269,0.474456795318542,0.178326370917003,0.680125142766334,0.22594610035971,0.409169926065102
DDX50,0.15164523881016,0.103953070520068,0.67776315667006,0.446254233261051,0.327967390465983,0.719372511776506,0.192526303020174,0.171618292496576
HAUS3,0.489336426398187,0.673962167300296,0,0.62085549730196,0,0.435185693386036,0.570156446433564,0
PHACTR1,0,0,0.546596713175477,0.426663539912291,0.261162697858276,0.64544287659313,0.433232146887003,0.472486513402993
RASGRP2,0.317533846559949,0.188710065164471,0.529670614385005,0,0,0.552253577172517,0.500397502603468,0.687510881774671
DCUN1D4,0,0.102,0.577944728827934,0.45418832776187,0.273,0.672328836798738,0.278269193284515,0.415394057056746
NRL,0,0,0.769166880617002,0.78887346195233,0,0.843923428624874,0.365972033958932,0
FAM161A,0,0.212799143731725,0.497126617815072,0.411665139565132,0.31934706288053,0.588030660979569,0.342155737591246,0.391943016510069
WDR37,0,0.171,0.656,0.384,0.282,0.666,0.234,0.36
RAB8B,0,0,0.924432289307555,0.853428298074324,0,0.969230027364608,0,0
ZNF433,0,0,0.699048846740646,0.672027606645376,0,0.702037506509377,0,0.673921987048032
SLC24A3,0.207000204842844,0.449154147774591,0.850419018684276,0.652989196211145,0,0,0.585697063799715,0
DCBLD2,0,0,0.889620134289958,0.703230172758228,0.151,0.887695727125155,0.109,0
RNF130,0.230083573605367,0.294862781770136,0.438331599260359,0.359322211814504,0.295,0.459480173618233,0.309847081760922,0.329926610236183
CYLD,0,0,0.886127610297524,0.732176074000432,0.239908630327799,0.853507565543214,0,0
RPF2,0,0,0.612511592419733,0.509880723099426,0.136579705423637,0.699655166837053,0.457704989035572,0.291211212848104
MORN1,0.423515072699078,0.347745796400282,0.65324951557659,0,0,0.523639957900821,0.398239618008723,0.355659571378493
CDR2L,0.208837010676134,0.177876620344417,0.384634864898806,0.452632148297576,0.147958320470576,0.377655777810981,0.519298316091228,0.429665660861364
INO80,0,0.162632790342523,0.539049233853997,0.573481384539782,0,0.550958627667305,0.497911255904086,0.372035425116613
FAIM,0,0,0.815171268151591,0.516760097812381,0,0.801464537498091,0.236426852925314,0.318324623919695
ZNF169,0,0.196795575419739,0.789311393780809,0.584449157760188,0,0.907154585600485,0,0.210158874302301
L3MBTL2,0.466136419746335,0.35483065974475,0.448770497947851,0.370989439043914,0,0.464290823848902,0.182,0.4
TPGS2,0,0,0.862,0.762,0,0.895,0,0.153
HOMER2,0.305347167450941,0.2408345189474,0.558168077740092,0.296544885796408,0,0.62644993702172,0.303683512087366,0.336502037303225
SYN3,0,0,0.785298241128026,0.519830826771541,0,0.869604680379021,0.171205301233862,0.313564126545455
FHOD3,0.225,0.673007905352051,0.19568955012654,0.309,0.482911937762222,0,0,0.772129821276738
CNOT1,0.260902897448494,0.202230937567338,0.368515600892579,0.427263149465755,0.218100242038701,0.384804815097538,0.362463473314884,0.410118523711724
FBL,0.265193360111587,0.334671389125953,0.362414911138452,0.321992452828075,0.267041612207387,0.417311746233201,0.342735065838276,0.322659529045513
NCOR1,0.243,0.157,0.388,0.508,0.192,0.396,0.367,0.382
MUTYH,0.410634519136837,0.38508765359927,0.477952743303645,0.486795620911063,0,0,0.449220152897676,0.421910846425722
C2CD5,0.281230220664455,0.285928398993812,0.357182156908691,0.355058093597056,0.287,0.359569906222448,0.352864906479191,0.350517267753238
BICRA,0,0,0.825138703805932,0.467938367790456,0.258087572863101,0.91672099132133,0,0.160011200932282
MFF,0,0,0.829286910849275,0.482588259045816,0,0.774544463305083,0,0.541073615759727
PEPD,0,0,0.587,0.342,0.253,0.748,0.199064973476858,0.493
ACVR1B,0,0,0.771343887469421,0.610448483640924,0.173,0.807031053508337,0,0.251066245136452
ZNF266,0.324,0,0.451,0.514,0.243,0.374,0.405,0.293
MAPK10,0,0.207423525089335,0.566782633965891,0.456763652830557,0,0.517613953384306,0.512264637887653,0.327000835503043
AVL9,0.330860453689392,0.32230599006335,0.316459262084979,0.379056320708486,0.120557362736279,0.306885382547246,0.428734112620177,0.380681415719189
GTPBP8,0,0.322361640289247,0.444458970381637,0.398611700220101,0.232,0.442275303696623,0.386938841598696,0.349381608000047
MTMR1,0,0,0.859398414028144,0.494842266331397,0,0.712724058577031,0,0.507119723802444
NUTM2A-AS1,0,0,0.806,0.68,0.457,0.620310860942848,0,0
CAPRIN2,0,0,0.848477579481083,0.590003580469224,0,0.806708913357572,0,0.303275033777968
EXTL2,0,0.216053795591977,0.498893787499779,0.488437554474017,0.326731797972685,0.584983605360717,0.262134872825734,0.170923016990668
GNS,0,0,0.946608162360746,0.625770893342872,0,0.961515948182728,0,0
FUT9,0,0,0.788939285416246,0.828726213482815,0,0.907079927947276,0,0
AKAP7,0,0.280512067892918,0.725621942564785,0.409871841170062,0,0.607145231830852,0.113,0.381368822528615
VCAN,0,0.145,0.691094497678496,0.404900645786186,0,0.557,0.326386744109304,0.383856982935725
ULK1,0,0,0.672453619437718,0.565819738221625,0.265150414684369,0.807729995287623,0,0.190502716851441
APPL2,0.343327647827957,0.501012884330066,0.92689401445033,0,0,0,0,0.717783591914109
TRIM65,0.35419785261916,0.348872196966903,0.354617924688621,0.358300940591345,0,0.354631112037813,0.355992170850666,0.354411560216121
CHROMR,0.285,0.494,0.353124826543596,0,0,0.356831154141011,0.494,0.494
CD47,0,0.105822400058792,0.718312345903091,0.410352295068271,0,0.703053248399641,0.263447473481836,0.270709358067099
ZBTB41,0.193239137016575,0.173376798169235,0.363162453978347,0.454678047869377,0,0.339134765692537,0.483343686749566,0.443440224238012
KIF21A,0.206944634280719,0.293459057601355,0.334679425151065,0.375692029659857,0.203775842345476,0.347074437014257,0.365964575999914,0.32269496744413
BICD1,0,0.102,0.67561186408378,0.410750610399865,0.193898428765719,0.63603534425341,0.11,0.315405606622424
AL157778.1,0,0,0.595574718520713,0.327833856619619,0.2674658130692,0.604305769244036,0.229419883871766,0.416679781091784
VAMP4,0.246540451767351,0.179491447895923,0.536741272227735,0.421027512235873,0,0.487562175429393,0.356975585883371,0.208978889664991
ZMYM2,0,0,0.709,0.823,0,0.121,0,0.781
TMEM117,0,0,0.650706560777603,0.417196814541638,0,0.644097270244794,0.327261757431113,0.386934689776816
MANEA,0,0,0.352547306543483,0.526521883811997,0,0.709029337887537,0.437754381685299,0.399243202535136
KLHL4,0,0,0.566312533833633,0.324,0.304,0.573682405195962,0.172712535768914,0.48403745215059
EPM2A,0.32066334538464,0.270107361845807,0.397749105360119,0.397038007104803,0,0.39882748154835,0.331636422183283,0.294645834883773
CLTC,0,0.119224197863266,0.723322848325605,0.532385279574882,0.264319570887232,0.766814891243017,0,0
FUCA1,0,0,0.584994654053867,0.370042819846897,0,0.597619813575553,0.39364622957337,0.438032062043487
FGF14,0,0.251239104567816,0.524323361907117,0.430475530729144,0,0.570612406591431,0.289525225822863,0.315318706674901
TANK,0,0,0.654198676817351,0.686762925032882,0.144904943114914,0.894350432050475,0,0
AC104009.1,0.248053771477117,0.273599815179748,0.314801880273045,0.333050295523134,0.23400222932757,0.319120034542111,0.311271575622469,0.335911332355383
THADA,0,0.289699673143997,0,0.357,0.177,0.756,0.337,0.449209974050477
ARID1A,0,0,0.403196147931511,0.514627596472798,0,0.490967563026606,0.474624888307058,0.480599464121922
KAT6B,0.193,0.206,0.327,0.357,0.187,0.409,0.334,0.348
AZIN2,0.271949381210317,0.310009907073477,0.419352949042848,0.35528977669749,0.223,0.244773432111158,0.366622951753855,0.158
ABCC8,0,0.243987764869278,0,0.859324088802241,0,0,0.6427914446872,0.600854473231862
RARS1,0,0.11736663593737,0.355723840833551,0.419921926388412,0.16759988559106,0.313337224999015,0.441735163433904,0.522178427496214
WDR19,0,0,0.783629233146514,0.513323965766495,0,0.756793049411275,0,0.265205698533507
